"team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","minute","player"
"Golden State Warriors","11/1/16",2016,1,9,28,"shot_yes","Alley Oop Layup shot","2PT Field Goal",2,"Portland Trail Blazers",-25,7,3,"klay-thompson"
"Golden State Warriors","2/23/17",2016,4,10,16,"shot_yes","Alley Oop Layup shot","2PT Field Goal",1,"Los Angeles Clippers",2,11,38,"klay-thompson"
"Golden State Warriors","2/25/17",2016,3,5,30,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,31,"klay-thompson"
"Golden State Warriors","3/21/17",2016,4,8,56,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",0,"Dallas Mavericks",0,-1,40,"klay-thompson"
"Golden State Warriors","11/21/16",2016,2,4,39,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",1,"Indiana Pacers",2,16,20,"klay-thompson"
"Golden State Warriors","12/30/16",2016,4,7,17,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",0,"Dallas Mavericks",-6,7,41,"klay-thompson"
"Golden State Warriors","11/7/16",2016,4,7,46,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",4,26,41,"klay-thompson"
"Golden State Warriors","12/5/16",2016,2,8,55,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",2,"Indiana Pacers",4,26,16,"klay-thompson"
"Golden State Warriors","11/25/16",2016,4,7,31,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",1,16,41,"klay-thompson"
"Golden State Warriors","11/13/16",2016,2,8,47,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",2,"Phoenix Suns",15,21,16,"klay-thompson"
"Golden State Warriors","11/7/16",2016,3,10,17,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",-1,11,26,"klay-thompson"
"Golden State Warriors","3/28/17",2016,1,6,44,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"Houston Rockets",1,-1,6,"klay-thompson"
"Golden State Warriors","12/10/16",2016,2,5,5,"shot_no","Cutting Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",-17,11,19,"klay-thompson"
"Golden State Warriors","2/4/17",2016,3,8,29,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Sacramento Kings",19,11,28,"klay-thompson"
"Golden State Warriors","12/28/16",2016,1,11,49,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"Toronto Raptors",2,2,1,"klay-thompson"
"Golden State Warriors","11/21/16",2016,2,2,42,"shot_no","Cutting Layup Shot","2PT Field Goal",0,"Indiana Pacers",1,0,22,"klay-thompson"
"Golden State Warriors","11/13/16",2016,3,4,51,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Phoenix Suns",14,8,32,"klay-thompson"
"Golden State Warriors","1/6/17",2016,1,3,2,"shot_yes","Cutting Layup Shot","2PT Field Goal",3,"Memphis Grizzlies",25,21,9,"klay-thompson"
"Golden State Warriors","12/10/16",2016,2,7,30,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",10,2,17,"klay-thompson"
"Golden State Warriors","10/28/16",2016,2,4,4,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",9,13,20,"klay-thompson"
"Golden State Warriors","1/25/17",2016,3,11,10,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"Charlotte Hornets",6,2,25,"klay-thompson"
"Golden State Warriors","3/16/17",2016,1,7,28,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Orlando Magic",-11,16,5,"klay-thompson"
"Golden State Warriors","3/20/17",2016,2,0,55,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",9,2,24,"klay-thompson"
"Golden State Warriors","12/5/16",2016,1,6,34,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Indiana Pacers",4,21,6,"klay-thompson"
"Golden State Warriors","12/5/16",2016,3,9,32,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Indiana Pacers",0,11,27,"klay-thompson"
"Golden State Warriors","12/15/16",2016,1,2,56,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"New York Knicks",-2,7,10,"klay-thompson"
"Golden State Warriors","2/10/17",2016,1,7,29,"shot_no","Cutting Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",9,13,5,"klay-thompson"
"Golden State Warriors","1/20/17",2016,1,5,43,"shot_yes","Cutting Layup Shot","2PT Field Goal",3,"Houston Rockets",22,26,7,"klay-thompson"
"Golden State Warriors","1/16/17",2016,4,9,14,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Cleveland Cavaliers",4,11,39,"klay-thompson"
"Golden State Warriors","3/2/17",2016,2,10,52,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Chicago Bulls",10,7,14,"klay-thompson"
"Golden State Warriors","3/2/17",2016,2,11,47,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Chicago Bulls",-20,7,13,"klay-thompson"
"Golden State Warriors","1/2/17",2016,2,2,5,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Denver Nuggets",1,16,22,"klay-thompson"
"Golden State Warriors","3/28/17",2016,1,11,18,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Houston Rockets",15,-11,1,"klay-thompson"
"Golden State Warriors","3/18/17",2016,4,9,58,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",12,13,39,"klay-thompson"
"Golden State Warriors","1/8/17",2016,2,7,38,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Sacramento Kings",19,3,17,"klay-thompson"
"Golden State Warriors","12/22/16",2016,2,6,45,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Brooklyn Nets",27,8,18,"klay-thompson"
"Golden State Warriors","11/7/16",2016,1,11,21,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"New Orleans Pelicans",-4,8,1,"klay-thompson"
"Golden State Warriors","1/8/17",2016,3,10,24,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Sacramento Kings",-17,-1,26,"klay-thompson"
"Golden State Warriors","11/13/16",2016,4,9,4,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Phoenix Suns",4,11,39,"klay-thompson"
"Golden State Warriors","12/25/16",2016,1,0,0,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Cleveland Cavaliers",-12,-11,12,"klay-thompson"
"Golden State Warriors","3/20/17",2016,2,1,28,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",10,7,23,"klay-thompson"
"Golden State Warriors","2/25/17",2016,2,11,41,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Brooklyn Nets",3,19,13,"klay-thompson"
"Golden State Warriors","11/1/16",2016,1,1,21,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",-24,-1,11,"klay-thompson"
"Golden State Warriors","12/11/16",2016,4,11,45,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",15,11,37,"klay-thompson"
"Golden State Warriors","3/28/17",2016,1,9,25,"shot_no","Cutting Layup Shot","2PT Field Goal",1,"Houston Rockets",-11,-6,3,"klay-thompson"
"Golden State Warriors","11/21/16",2016,2,7,11,"shot_yes","Cutting Layup Shot","2PT Field Goal",3,"Indiana Pacers",25,21,17,"klay-thompson"
"Golden State Warriors","3/26/17",2016,2,6,41,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",15,16,18,"klay-thompson"
"Golden State Warriors","12/5/16",2016,1,3,26,"shot_no","Cutting Layup Shot","2PT Field Goal",2,"Indiana Pacers",9,28,9,"klay-thompson"
"Golden State Warriors","1/8/17",2016,2,6,5,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Sacramento Kings",-22,16,18,"klay-thompson"
"Golden State Warriors","1/8/17",2016,2,6,42,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Sacramento Kings",-19,11,18,"klay-thompson"
"Golden State Warriors","1/28/17",2016,1,7,40,"shot_no","Cutting Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",2,16,5,"klay-thompson"
"Golden State Warriors","1/25/17",2016,2,9,59,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-16,2,15,"klay-thompson"
"Golden State Warriors","1/20/17",2016,1,7,0,"shot_no","Cutting Layup Shot","2PT Field Goal",3,"Houston Rockets",-20,31,5,"klay-thompson"
"Golden State Warriors","10/30/16",2016,4,6,49,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Phoenix Suns",17,11,42,"klay-thompson"
"Golden State Warriors","12/13/16",2016,4,6,20,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",22,7,42,"klay-thompson"
"Golden State Warriors","4/4/17",2016,4,6,48,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",0,13,42,"klay-thompson"
"Golden State Warriors","11/28/16",2016,2,0,38,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Atlanta Hawks",12,8,24,"klay-thompson"
"Golden State Warriors","2/27/17",2016,2,1,54,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Philadelphia 76ers",12,-21,23,"klay-thompson"
"Golden State Warriors","10/28/16",2016,3,8,25,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",22,16,28,"klay-thompson"
"Golden State Warriors","12/17/16",2016,2,4,33,"shot_yes","Driving Bank shot","2PT Field Goal",10,"Portland Trail Blazers",-101,38,20,"klay-thompson"
"Golden State Warriors","11/23/16",2016,1,4,56,"shot_yes","Driving Bank shot","2PT Field Goal",14,"Los Angeles Lakers",94,106,8,"klay-thompson"
"Golden State Warriors","12/11/16",2016,2,3,20,"shot_yes","Driving Bank shot","2PT Field Goal",5,"Minnesota Timberwolves",-40,38,21,"klay-thompson"
"Golden State Warriors","2/4/17",2016,2,0,48,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,24,"klay-thompson"
"Golden State Warriors","12/5/16",2016,3,8,23,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Indiana Pacers",19,7,28,"klay-thompson"
"Golden State Warriors","12/15/16",2016,2,1,55,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"New York Knicks",-7,13,23,"klay-thompson"
"Golden State Warriors","10/30/16",2016,2,9,26,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",0,"Phoenix Suns",-1,8,15,"klay-thompson"
"Golden State Warriors","10/30/16",2016,2,4,3,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",3,"Phoenix Suns",-2,31,20,"klay-thompson"
"Golden State Warriors","2/1/17",2016,1,7,54,"shot_no","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Charlotte Hornets",6,18,5,"klay-thompson"
"Golden State Warriors","11/18/16",2016,2,0,14,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Boston Celtics",20,3,24,"klay-thompson"
"Golden State Warriors","2/27/17",2016,2,8,40,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",0,"Philadelphia 76ers",9,2,16,"klay-thompson"
"Golden State Warriors","1/6/17",2016,2,10,12,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",20,21,14,"klay-thompson"
"Golden State Warriors","10/28/16",2016,4,7,46,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",9,21,41,"klay-thompson"
"Golden State Warriors","12/3/16",2016,4,10,1,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Phoenix Suns",-4,11,38,"klay-thompson"
"Golden State Warriors","3/26/17",2016,3,4,36,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",12,11,32,"klay-thompson"
"Golden State Warriors","12/5/16",2016,1,5,7,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Indiana Pacers",6,21,7,"klay-thompson"
"Golden State Warriors","3/18/17",2016,2,11,35,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Milwaukee Bucks",20,11,13,"klay-thompson"
"Golden State Warriors","1/20/17",2016,2,10,19,"shot_yes","Driving Floating Bank Jump Shot","2PT Field Goal",7,"Houston Rockets",56,46,14,"klay-thompson"
"Golden State Warriors","12/15/16",2016,4,8,21,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",10,"New York Knicks",-6,100,40,"klay-thompson"
"Golden State Warriors","1/4/17",2016,2,8,7,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",8,"Portland Trail Blazers",-7,85,16,"klay-thompson"
"Golden State Warriors","1/29/17",2016,1,9,22,"shot_no","Driving Floating Jump Shot","2PT Field Goal",7,"Portland Trail Blazers",63,46,3,"klay-thompson"
"Golden State Warriors","3/21/17",2016,1,11,43,"shot_no","Driving Floating Jump Shot","2PT Field Goal",9,"Dallas Mavericks",-30,87,1,"klay-thompson"
"Golden State Warriors","1/20/17",2016,2,3,32,"shot_no","Driving Floating Jump Shot","2PT Field Goal",9,"Houston Rockets",-4,90,21,"klay-thompson"
"Golden State Warriors","12/5/16",2016,1,6,57,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",9,"Indiana Pacers",89,41,6,"klay-thompson"
"Golden State Warriors","11/16/16",2016,3,4,27,"shot_no","Driving Floating Jump Shot","2PT Field Goal",9,"Toronto Raptors",42,90,32,"klay-thompson"
"Golden State Warriors","11/13/16",2016,2,10,42,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",4,"Phoenix Suns",-9,47,14,"klay-thompson"
"Golden State Warriors","12/20/16",2016,2,0,49,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",7,"Utah Jazz",-11,75,24,"klay-thompson"
"Golden State Warriors","11/18/16",2016,4,7,20,"shot_no","Driving Floating Jump Shot","2PT Field Goal",10,"Boston Celtics",-50,90,41,"klay-thompson"
"Golden State Warriors","11/4/16",2016,1,8,38,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Los Angeles Lakers",0,-6,4,"klay-thompson"
"Golden State Warriors","2/2/17",2016,4,3,56,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",-14,7,45,"klay-thompson"
"Golden State Warriors","3/2/17",2016,2,7,18,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Chicago Bulls",-22,7,17,"klay-thompson"
"Golden State Warriors","3/2/17",2016,2,0,35,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Chicago Bulls",20,3,24,"klay-thompson"
"Golden State Warriors","2/15/17",2016,1,6,13,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Sacramento Kings",14,16,6,"klay-thompson"
"Golden State Warriors","12/17/16",2016,1,8,17,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",0,11,4,"klay-thompson"
"Golden State Warriors","12/17/16",2016,2,4,37,"shot_no","Driving Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",1,18,20,"klay-thompson"
"Golden State Warriors","3/2/17",2016,3,5,55,"shot_no","Driving Layup Shot","2PT Field Goal",1,"Chicago Bulls",6,11,31,"klay-thompson"
"Golden State Warriors","12/25/16",2016,3,3,46,"shot_no","Driving Layup Shot","2PT Field Goal",0,"Cleveland Cavaliers",1,7,33,"klay-thompson"
"Golden State Warriors","2/25/17",2016,1,8,40,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Brooklyn Nets",9,13,4,"klay-thompson"
"Golden State Warriors","1/28/17",2016,2,6,58,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",-9,7,18,"klay-thompson"
"Golden State Warriors","1/20/17",2016,1,4,31,"shot_yes","Driving Layup Shot","2PT Field Goal",3,"Houston Rockets",32,7,8,"klay-thompson"
"Golden State Warriors","11/16/16",2016,2,10,16,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Toronto Raptors",-19,16,14,"klay-thompson"
"Golden State Warriors","11/10/16",2016,4,8,36,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Denver Nuggets",25,-1,40,"klay-thompson"
"Golden State Warriors","10/25/16",2016,4,7,46,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"San Antonio Spurs",9,11,41,"klay-thompson"
"Golden State Warriors","11/18/16",2016,1,6,26,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Boston Celtics",-17,16,6,"klay-thompson"
"Golden State Warriors","1/28/17",2016,2,5,43,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",1,11,19,"klay-thompson"
"Golden State Warriors","12/17/16",2016,1,5,39,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Portland Trail Blazers",-1,8,7,"klay-thompson"
"Golden State Warriors","12/1/16",2016,4,5,22,"shot_no","Driving Layup Shot","2PT Field Goal",1,"Houston Rockets",12,11,43,"klay-thompson"
"Golden State Warriors","1/16/17",2016,3,8,54,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Cleveland Cavaliers",20,21,28,"klay-thompson"
"Golden State Warriors","2/1/17",2016,2,10,48,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",9,16,14,"klay-thompson"
"Golden State Warriors","1/22/17",2016,2,8,3,"shot_no","Driving Layup Shot","2PT Field Goal",3,"Orlando Magic",28,19,16,"klay-thompson"
"Golden State Warriors","12/11/16",2016,2,7,48,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",-14,21,17,"klay-thompson"
"Golden State Warriors","1/29/17",2016,2,1,55,"shot_no","Driving Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",12,2,23,"klay-thompson"
"Golden State Warriors","3/5/17",2016,4,3,1,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"New York Knicks",-19,2,45,"klay-thompson"
"Golden State Warriors","3/5/17",2016,3,6,54,"shot_no","Driving Layup Shot","2PT Field Goal",0,"New York Knicks",0,4,30,"klay-thompson"
"Golden State Warriors","12/23/16",2016,2,9,16,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Detroit Pistons",4,-6,15,"klay-thompson"
"Golden State Warriors","12/10/16",2016,2,2,25,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",-19,18,22,"klay-thompson"
"Golden State Warriors","12/11/16",2016,1,7,7,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",1,11,5,"klay-thompson"
"Golden State Warriors","11/18/16",2016,1,6,30,"shot_no","Driving Layup Shot","2PT Field Goal",0,"Boston Celtics",9,2,6,"klay-thompson"
"Golden State Warriors","12/25/16",2016,1,9,57,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Cleveland Cavaliers",-14,-11,3,"klay-thompson"
"Golden State Warriors","12/25/16",2016,4,11,22,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,-5,37,"klay-thompson"
"Golden State Warriors","1/2/17",2016,4,9,3,"shot_no","Driving Layup Shot","2PT Field Goal",1,"Denver Nuggets",12,11,39,"klay-thompson"
"Golden State Warriors","11/7/16",2016,2,9,4,"shot_no","Driving Reverse Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",-7,11,15,"klay-thompson"
"Golden State Warriors","3/2/17",2016,3,9,8,"shot_no","Driving Reverse Layup Shot","2PT Field Goal",2,"Chicago Bulls",-22,7,27,"klay-thompson"
"Golden State Warriors","12/22/16",2016,4,3,15,"shot_no","Driving Reverse Layup Shot","2PT Field Goal",2,"Brooklyn Nets",22,3,45,"klay-thompson"
"Golden State Warriors","12/20/16",2016,3,7,20,"shot_no","Driving Reverse Layup Shot","2PT Field Goal",1,"Utah Jazz",1,11,29,"klay-thompson"
"Golden State Warriors","3/2/17",2016,1,9,21,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",2,"Chicago Bulls",25,11,3,"klay-thompson"
"Golden State Warriors","12/17/16",2016,2,2,25,"shot_no","Driving Reverse Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",19,16,22,"klay-thompson"
"Golden State Warriors","3/14/17",2016,2,11,20,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",0,16,13,"klay-thompson"
"Golden State Warriors","12/22/16",2016,3,8,7,"shot_no","Driving Reverse Layup Shot","2PT Field Goal",1,"Brooklyn Nets",-12,2,28,"klay-thompson"
"Golden State Warriors","2/11/17",2016,1,8,53,"shot_no","Driving Reverse Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",6,-4,4,"klay-thompson"
"Golden State Warriors","3/21/17",2016,1,10,2,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Dallas Mavericks",15,2,2,"klay-thompson"
"Golden State Warriors","12/7/16",2016,3,9,49,"shot_yes","Fadeaway Bank shot","2PT Field Goal",10,"Los Angeles Clippers",-99,46,27,"klay-thompson"
"Golden State Warriors","11/18/16",2016,4,7,57,"shot_no","Fadeaway Jump Shot","2PT Field Goal",14,"Boston Celtics",20,144,41,"klay-thompson"
"Golden State Warriors","3/2/17",2016,1,7,9,"shot_no","Fadeaway Jump Shot","2PT Field Goal",17,"Chicago Bulls",-135,110,5,"klay-thompson"
"Golden State Warriors","1/28/17",2016,3,4,28,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",16,"Los Angeles Clippers",-148,75,32,"klay-thompson"
"Golden State Warriors","11/3/16",2016,4,2,51,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",10,"Oklahoma City Thunder",-99,18,46,"klay-thompson"
"Golden State Warriors","1/28/17",2016,1,9,36,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",13,"Los Angeles Clippers",61,124,3,"klay-thompson"
"Golden State Warriors","12/20/16",2016,1,6,26,"shot_no","Fadeaway Jump Shot","2PT Field Goal",9,"Utah Jazz",76,56,6,"klay-thompson"
"Golden State Warriors","12/5/16",2016,2,7,50,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",10,"Indiana Pacers",88,51,17,"klay-thompson"
"Golden State Warriors","11/25/16",2016,4,8,7,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",12,"Los Angeles Lakers",109,65,40,"klay-thompson"
"Golden State Warriors","1/2/17",2016,4,2,42,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",8,"Denver Nuggets",-4,85,46,"klay-thompson"
"Golden State Warriors","1/6/17",2016,2,11,29,"shot_no","Fadeaway Jump Shot","2PT Field Goal",8,"Memphis Grizzlies",50,70,13,"klay-thompson"
"Golden State Warriors","3/14/17",2016,3,7,30,"shot_no","Fadeaway Jump Shot","2PT Field Goal",14,"Philadelphia 76ers",-147,21,29,"klay-thompson"
"Golden State Warriors","12/17/16",2016,2,3,48,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",16,"Portland Trail Blazers",-160,21,21,"klay-thompson"
"Golden State Warriors","1/29/17",2016,4,11,23,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",20,"Portland Trail Blazers",-156,134,37,"klay-thompson"
"Golden State Warriors","11/18/16",2016,2,2,12,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",16,"Boston Celtics",-145,85,22,"klay-thompson"
"Golden State Warriors","3/31/17",2016,2,9,40,"shot_no","Fadeaway Jump Shot","2PT Field Goal",14,"Houston Rockets",148,13,15,"klay-thompson"
"Golden State Warriors","12/7/16",2016,2,8,13,"shot_no","Fadeaway Jump Shot","2PT Field Goal",13,"Los Angeles Clippers",137,8,16,"klay-thompson"
"Golden State Warriors","12/30/16",2016,4,3,47,"shot_no","Fadeaway Jump Shot","2PT Field Goal",14,"Dallas Mavericks",109,95,45,"klay-thompson"
"Golden State Warriors","1/4/17",2016,2,7,38,"shot_no","Fadeaway Jump Shot","2PT Field Goal",17,"Portland Trail Blazers",101,146,17,"klay-thompson"
"Golden State Warriors","1/8/17",2016,1,9,58,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",12,"Sacramento Kings",-109,51,3,"klay-thompson"
"Golden State Warriors","2/25/17",2016,2,7,5,"shot_yes","Finger Roll Layup Shot","2PT Field Goal",1,"Brooklyn Nets",1,11,17,"klay-thompson"
"Golden State Warriors","11/26/16",2016,4,9,54,"shot_yes","Finger Roll Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",14,18,39,"klay-thompson"
"Golden State Warriors","1/22/17",2016,1,5,19,"shot_no","Floating Jump shot","2PT Field Goal",10,"Orlando Magic",71,72,7,"klay-thompson"
"Golden State Warriors","3/21/17",2016,3,7,49,"shot_no","Floating Jump shot","3PT Field Goal",25,"Dallas Mavericks",187,174,29,"klay-thompson"
"Golden State Warriors","11/3/16",2016,4,10,46,"shot_yes","Floating Jump shot","2PT Field Goal",11,"Oklahoma City Thunder",-2,111,38,"klay-thompson"
"Golden State Warriors","2/2/17",2016,4,11,37,"shot_yes","Floating Jump shot","2PT Field Goal",7,"Los Angeles Clippers",-12,72,37,"klay-thompson"
"Golden State Warriors","11/13/16",2016,4,6,23,"shot_no","Floating Jump shot","2PT Field Goal",12,"Phoenix Suns",-88,90,42,"klay-thompson"
"Golden State Warriors","1/29/17",2016,2,5,50,"shot_no","Floating Jump shot","2PT Field Goal",9,"Portland Trail Blazers",81,41,19,"klay-thompson"
"Golden State Warriors","1/4/17",2016,2,7,5,"shot_no","Hook Shot","2PT Field Goal",4,"Portland Trail Blazers",-32,36,17,"klay-thompson"
"Golden State Warriors","12/7/16",2016,1,9,4,"shot_no","Jump Bank Shot","2PT Field Goal",5,"Los Angeles Clippers",-4,51,3,"klay-thompson"
"Golden State Warriors","2/1/17",2016,1,4,14,"shot_yes","Jump Bank Shot","2PT Field Goal",16,"Charlotte Hornets",-127,101,8,"klay-thompson"
"Golden State Warriors","1/18/17",2016,1,4,19,"shot_no","Jump Bank Shot","2PT Field Goal",11,"Oklahoma City Thunder",-86,77,8,"klay-thompson"
"Golden State Warriors","1/18/17",2016,3,6,16,"shot_yes","Jump Bank Shot","2PT Field Goal",18,"Oklahoma City Thunder",1,185,30,"klay-thompson"
"Golden State Warriors","3/14/17",2016,1,7,21,"shot_yes","Jump Bank Shot","2PT Field Goal",7,"Philadelphia 76ers",-73,23,5,"klay-thompson"
"Golden State Warriors","2/25/17",2016,2,2,2,"shot_no","Jump Bank Shot","2PT Field Goal",11,"Brooklyn Nets",-3,116,22,"klay-thompson"
"Golden State Warriors","11/4/16",2016,4,11,9,"shot_no","Jump Bank Shot","2PT Field Goal",7,"Los Angeles Lakers",70,28,37,"klay-thompson"
"Golden State Warriors","11/23/16",2016,3,3,26,"shot_yes","Jump Shot","3PT Field Goal",27,"Los Angeles Lakers",195,188,33,"klay-thompson"
"Golden State Warriors","11/23/16",2016,3,7,49,"shot_yes","Jump Shot","3PT Field Goal",26,"Los Angeles Lakers",-148,223,29,"klay-thompson"
"Golden State Warriors","10/30/16",2016,2,0,49,"shot_no","Jump Shot","2PT Field Goal",4,"Phoenix Suns",-38,21,24,"klay-thompson"
"Golden State Warriors","10/30/16",2016,1,6,14,"shot_no","Jump Shot","3PT Field Goal",26,"Phoenix Suns",236,129,6,"klay-thompson"
"Golden State Warriors","10/30/16",2016,3,3,56,"shot_no","Jump Shot","3PT Field Goal",27,"Phoenix Suns",171,210,33,"klay-thompson"
"Golden State Warriors","10/30/16",2016,1,5,2,"shot_no","Jump Shot","2PT Field Goal",19,"Phoenix Suns",-179,85,7,"klay-thompson"
